,Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
378,Vietnam,2018,5.296,8.934,0.8320000000000001,67.9,0.909,-0.040999999999999995,0.8079999999999999
379,Laos,2020,5.284,8.96,0.66,59.5,0.915,0.141,0.748
380,Bangladesh,2020,5.28,8.472000000000001,0.7390000000000001,65.3,0.777,-0.009000000000000001,0.742
381,Lebanon,2016,5.271,9.687000000000001,0.828,66.1,0.657,0.031,0.853
382,Jordan,2016,5.271,9.197000000000001,0.82,66.4,0.7709999999999999,-0.038,
383,Ukraine,2020,5.27,9.427999999999999,0.885,65.2,0.784,0.126,0.946
384,Ivory Coast,2018,5.268,8.523,0.621,49.5,0.713,-0.05,0.7909999999999999
385,Ivory Coast,2020,5.257000000000001,8.565,0.613,50.7,0.77,0.016,0.777
386,Nigeria,2018,5.252000000000001,8.548,0.741,49.7,0.79,-0.01,0.866
387,Guinea,2018,5.252000000000001,7.8229999999999995,0.63,54.4,0.731,0.092,0.778
388,Cameroon,2018,5.251,8.19,0.677,52.7,0.816,0.036000000000000004,0.884
389,Algeria,2017,5.249,9.354,0.807,65.7,0.43700000000000006,-0.16699999999999998,0.7
390,Cameroon,2020,5.2410000000000005,8.175,0.72,54.3,0.675,0.049,0.8370000000000001
391,North Macedonia,2018,5.24,9.677,0.8490000000000001,65.389,0.745,-0.040999999999999995,0.91
392,Dominican Republic,2016,5.239,9.691,0.895,65.2,0.873,-0.08,0.737
393,North Macedonia,2017,5.234,9.65,0.8,65.303,0.752,-0.059000000000000004,0.856
394,Belarus,2018,5.234,9.846,0.905,66.1,0.644,-0.174,0.718
395,Turkmenistan,2017,5.229,9.561,0.9079999999999999,61.8,0.72,0.066,
396,Nigeria,2016,5.22,8.573,0.805,48.9,0.7979999999999999,0.043,0.905
397,Congo (Brazzaville),2019,5.212999999999999,8.101,0.625,58.5,0.6859999999999999,-0.046,0.741
398,Maldives,2018,5.1979999999999995,9.826,0.9129999999999999,70.6,0.855,0.024,
399,Laos,2019,5.197,8.965,0.7290000000000001,59.1,0.9059999999999999,0.061,0.62
400,Turkey,2018,5.186,10.251,0.847,66.8,0.529,-0.17600000000000002,0.805
401,Bosnia and Herzegovina,2016,5.181,9.5,0.8079999999999999,67.2,0.633,0.134,0.9570000000000001
402,Belarus,2016,5.178,9.788,0.927,65.5,0.6579999999999999,-0.125,0.664
403,Azerbaijan,2019,5.172999999999999,9.575,0.887,65.8,0.8540000000000001,-0.214,0.457
404,Azerbaijan,2018,5.167999999999999,9.562000000000001,0.7809999999999999,65.5,0.772,-0.23199999999999998,0.561
405,Dominican Republic,2020,5.167999999999999,9.802,0.8059999999999999,66.4,0.835,-0.128,0.636
406,Lebanon,2018,5.167000000000001,9.656,0.8290000000000001,67.1,0.607,-0.066,0.907
407,Niger,2018,5.164,7.087000000000001,0.612,53.5,0.7909999999999999,0.009000000000000001,0.637
408,Gambia,2019,5.164,7.699,0.6940000000000001,55.3,0.677,0.41,0.7979999999999999
409,Lebanon,2017,5.154,9.681000000000001,0.777,66.6,0.605,-0.07400000000000001,0.9109999999999999
410,Azerbaijan,2017,5.152,9.555,0.787,65.2,0.731,-0.225,0.653
411,Greece,2017,5.148,10.277999999999999,0.753,72.2,0.43799999999999994,-0.29,0.872
412,China,2019,5.144,9.687999999999999,0.8220000000000001,69.6,0.927,-0.17300000000000001,
413,Indonesia,2016,5.136,9.262,0.792,61.7,0.83,0.5,0.89
414,China,2018,5.131,9.632,0.7879999999999999,69.3,0.895,-0.159,
415,Georgia,2020,5.122999999999999,9.568999999999999,0.718,64.1,0.764,-0.221,0.583
416,Serbia,2017,5.122000000000001,9.713,0.884,67.8,0.685,-0.077,0.851
417,Cambodia,2018,5.122000000000001,8.333,0.795,61.6,0.958,0.036000000000000004,
418,Liberia,2019,5.121,7.263999999999999,0.7120000000000001,56.9,0.706,0.051,0.828
419,Bangladesh,2019,5.114,8.467,0.6729999999999999,64.8,0.902,-0.051,0.6559999999999999
420,Bulgaria,2019,5.1080000000000005,10.047,0.948,67.0,0.8220000000000001,-0.109,0.943
421,Tajikistan,2016,5.104,7.987,0.857,63.5,0.703,0.01,0.632
422,Nepal,2016,5.1,7.973,0.8370000000000001,61.3,0.8390000000000001,0.168,0.8170000000000001
423,China,2017,5.099,9.571,0.772,69.0,0.878,-0.175,
424,Bulgaria,2018,5.099,10.007,0.924,66.8,0.7240000000000001,-0.17600000000000002,0.9520000000000001
425,Indonesia,2017,5.098,9.3,0.7959999999999999,61.9,0.865,0.488,0.9
426,Bulgaria,2017,5.0969999999999995,9.969,0.9420000000000001,66.6,0.6890000000000001,-0.154,0.9109999999999999
427,Bosnia and Herzegovina,2017,5.09,9.532,0.775,67.5,0.564,0.092,0.9229999999999999
428,Philippines,2020,5.08,9.061,0.7809999999999999,62.1,0.932,-0.11599999999999999,0.7440000000000001
429,Cameroon,2017,5.074,8.176,0.695,51.9,0.767,-0.027999999999999997,0.8440000000000001
430,Venezuela,2017,5.071000000000001,9.073,0.8959999999999999,66.3,0.636,-0.16899999999999998,0.8440000000000001
431,Armenia,2018,5.062,9.451,0.8140000000000001,66.9,0.8079999999999999,-0.163,0.677
432,Vietnam,2016,5.062,8.82,0.8759999999999999,67.5,0.894,-0.09,0.799
433,Morocco,2019,5.0569999999999995,8.925,0.535,66.2,0.757,-0.244,0.757
434,Mongolia,2016,5.0569999999999995,9.3,0.9470000000000001,61.9,0.76,0.09,0.9
435,North Macedonia,2020,5.053999999999999,9.69,0.75,65.56,0.787,0.131,0.877
436,Algeria,2018,5.043,9.347999999999999,0.799,65.9,0.583,-0.146,0.759
437,Ivory Coast,2017,5.038,8.482999999999999,0.6609999999999999,48.9,0.732,-0.111,0.7709999999999999
438,South Africa,2019,5.035,9.432,0.848,56.9,0.738,-0.134,0.82
439,North Macedonia,2019,5.015,9.711,0.815,65.47399999999999,0.725,0.024,0.9229999999999999
440,Albania,2018,5.004,9.517999999999999,0.684,68.7,0.8240000000000001,0.009000000000000001,0.899
441,Niger,2019,5.004,7.106,0.677,54.0,0.831,0.026000000000000002,0.7290000000000001
442,Ghana,2018,5.004,8.555,0.7609999999999999,57.2,0.8170000000000001,0.062,0.846
443,Cambodia,2019,4.998,8.387,0.759,62.0,0.9570000000000001,0.013000000000000001,0.828
444,Albania,2019,4.995,9.544,0.6859999999999999,69.0,0.777,-0.099,0.914
445,Mali,2019,4.988,7.752000000000001,0.755,52.2,0.67,-0.038,0.846
446,Benin,2019,4.976,8.097999999999999,0.442,54.7,0.77,-0.016,0.698
447,Ghana,2019,4.967,8.596,0.746,57.6,0.787,0.11599999999999999,0.857
448,Uganda,2019,4.948,7.688,0.805,56.1,0.7040000000000001,0.139,0.826
449,South Africa,2020,4.947,9.332,0.8909999999999999,57.3,0.757,-0.015,0.912
450,Cameroon,2019,4.937,8.203,0.711,53.5,0.7120000000000001,-0.008,0.8170000000000001
451,Mozambique,2019,4.9319999999999995,7.155,0.742,55.2,0.87,0.073,0.682
452,Burkina Faso,2018,4.927,7.665,0.665,53.9,0.721,-0.013000000000000001,0.757
453,Gambia,2018,4.922,7.671,0.685,55.0,0.7190000000000001,0.44,0.691
454,Gabon,2019,4.914,9.607000000000001,0.763,60.2,0.736,-0.203,0.846
455,Nepal,2018,4.91,8.087,0.768,63.5,0.77,0.122,0.742
456,Palestinian Territories,2016,4.907,8.498,0.818,,0.608,-0.129,0.812
457,Morocco,2018,4.897,8.914,0.5539999999999999,65.9,0.773,-0.23399999999999999,0.843
458,Georgia,2019,4.8919999999999995,9.617,0.675,64.3,0.8109999999999999,-0.26,0.647
459,Iraq,2018,4.886,9.274,0.764,60.2,0.598,-0.068,0.887
460,Congo (Brazzaville),2017,4.8839999999999995,8.146,0.655,57.3,0.778,-0.131,0.763
461,South Africa,2018,4.8839999999999995,9.443999999999999,0.841,56.5,0.753,-0.05,0.841
462,Guinea,2017,4.874,7.792000000000001,0.634,53.3,0.738,0.038,0.75
463,Turkey,2019,4.872,10.245999999999999,0.792,67.2,0.631,-0.136,0.76
464,Turkey,2020,4.862,10.219,0.857,67.6,0.51,-0.111,0.774
465,Laos,2018,4.859,8.935,0.705,58.7,0.907,0.141,0.634
466,Kyrgyzstan,2016,4.857,8.5,0.914,63.5,0.8140000000000001,0.055999999999999994,0.917
467,Benin,2017,4.853,8.021,0.436,53.9,0.727,-0.065,0.767
468,Zambia,2020,4.838,8.117,0.767,56.3,0.75,0.055999999999999994,0.81
469,Bulgaria,2016,4.838,9.927999999999999,0.9259999999999999,66.4,0.7,-0.17,0.9359999999999999
470,Namibia,2018,4.834,9.204,0.8640000000000001,56.5,0.754,-0.16899999999999998,0.846
471,Gabon,2016,4.832,9.639,0.78,58.7,0.6990000000000001,-0.204,0.8170000000000001
472,Cameroon,2016,4.816,8.167,0.659,51.1,0.713,-0.003,0.879
473,Jordan,2017,4.808,9.193999999999999,0.815,66.6,0.7659999999999999,-0.152,
474,Morocco,2020,4.803,8.871,0.5529999999999999,66.5,0.8190000000000001,-0.22899999999999998,0.8029999999999999
475,Iraq,2020,4.785,9.167,0.708,61.4,0.7,-0.021,0.8490000000000001
476,Gabon,2018,4.783,9.599,0.785,59.7,0.7190000000000001,-0.19699999999999998,0.823
477,Gabon,2017,4.782,9.616,0.807,59.2,0.652,-0.228,0.868
478,South Africa,2016,4.77,9.45,0.875,55.7,0.774,-0.07,0.813
479,Senegal,2018,4.769,8.106,0.7390000000000001,59.6,0.629,-0.07400000000000001,0.805
480,Guinea,2019,4.768,7.849,0.655,55.5,0.691,0.09699999999999999,0.7559999999999999
481,Algeria,2019,4.745,9.337,0.8029999999999999,66.1,0.385,0.005,0.741
482,Mali,2017,4.742,7.718,0.741,51.2,0.753,-0.069,0.863
483,Tunisia,2018,4.7410000000000005,9.283999999999999,0.733,66.9,0.65,-0.191,0.84
484,Burkina Faso,2019,4.7410000000000005,7.691,0.6829999999999999,54.4,0.6779999999999999,-0.004,0.7290000000000001
485,Nepal,2017,4.737,8.039,0.816,62.4,0.845,0.134,0.77
486,Sierra Leone,2016,4.7330000000000005,7.3839999999999995,0.657,47.6,0.6809999999999999,0.106,0.863
487,Tunisia,2020,4.731,9.231,0.7190000000000001,67.5,0.6679999999999999,-0.20199999999999999,0.877
488,Iran,2017,4.717,9.584,0.7140000000000001,65.7,0.731,0.218,0.715
489,Ukraine,2019,4.702,9.458,0.883,64.9,0.715,-0.081,0.885
490,Senegal,2017,4.683,8.072000000000001,0.7440000000000001,59.2,0.687,-0.044000000000000004,0.825
491,Mauritania,2017,4.678,8.533,0.779,56.7,0.527,-0.153,0.777
492,Ukraine,2018,4.662,9.42,0.9009999999999999,64.6,0.6629999999999999,-0.07400000000000001,0.943
493,Georgia,2018,4.659,9.565,0.617,64.5,0.775,-0.233,0.755
494,Kenya,2018,4.656000000000001,8.344,0.7070000000000001,60.1,0.821,0.29100000000000004,0.8440000000000001
495,Mozambique,2018,4.654,7.162000000000001,0.738,54.2,0.897,0.049,0.691
496,Iran,2016,4.6530000000000005,9.561,0.5660000000000001,65.4,0.773,0.18600000000000003,0.713
497,Burkina Faso,2017,4.647,7.627000000000001,0.785,53.4,0.614,-0.063,0.727
498,Uganda,2020,4.641,7.684,0.8,56.5,0.687,0.147,0.878
499,Albania,2017,4.64,9.476,0.638,68.4,0.75,-0.028999999999999998,0.8759999999999999
500,Jordan,2018,4.638999999999999,9.196,0.8,66.8,0.762,-0.18600000000000003,
501,Palestinian Territories,2017,4.628,8.485,0.8240000000000001,,0.632,-0.163,0.831
502,Myanmar,2016,4.623,8.408,0.7929999999999999,58.4,0.877,0.679,0.607
503,Laos,2017,4.623,8.89,0.7070000000000001,58.3,0.8909999999999999,0.073,0.5920000000000001
504,Turkmenistan,2018,4.621,9.605,0.9840000000000001,62.2,0.858,0.26,
505,Kenya,2019,4.619,8.373,0.6759999999999999,60.7,0.818,0.31,0.794
506,Niger,2017,4.6160000000000005,7.058,0.5820000000000001,53.0,0.684,-0.03,0.778
507,Comoros,2019,4.609,8.033,0.632,57.5,0.5379999999999999,0.077,0.762
508,Senegal,2016,4.595,8.029,0.8390000000000001,58.8,0.7440000000000001,-0.086,0.794
509,Cambodia,2017,4.586,8.276,0.765,61.2,0.9640000000000001,0.08800000000000001,0.821
510,Chad,2017,4.559,7.37,0.6609999999999999,47.7,0.615,0.008,0.792
511,Egypt,2016,4.5569999999999995,9.287,0.809,61.1,0.6559999999999999,-0.141,0.818
512,Bangladesh,2016,4.556,8.274,0.649,63.3,0.875,-0.08900000000000001,0.688
513,Ethiopia,2020,4.5489999999999995,7.711,0.823,59.5,0.769,0.188,0.784
514,Kenya,2020,4.547,8.365,0.674,61.3,0.7020000000000001,0.26,0.8370000000000001
515,Ivory Coast,2016,4.543,8.437000000000001,0.617,48.3,0.769,-0.043,0.757
516,Congo (Kinshasa),2016,4.522,6.962000000000001,0.8640000000000001,52.5,0.637,-0.024,0.875
517,Tunisia,2016,4.521,9.262,0.7020000000000001,66.3,0.614,-0.165,0.8109999999999999
518,South Africa,2017,4.513999999999999,9.45,0.87,56.1,0.787,-0.129,0.865
519,Ghana,2016,4.513999999999999,8.46,0.647,56.4,0.7509999999999999,0.09,0.894
520,Albania,2016,4.511,9.437000000000001,0.638,68.1,0.73,-0.017,0.9009999999999999
521,Bangladesh,2018,4.499,8.399,0.706,64.3,0.9009999999999999,-0.043,0.701
522,Chad,2018,4.486000000000001,7.3629999999999995,0.5770000000000001,48.2,0.65,0.024,0.763
523,Kenya,2017,4.476,8.306000000000001,0.715,59.5,0.853,0.23399999999999999,0.8540000000000001
524,Egypt,2020,4.4719999999999995,9.383,0.6729999999999999,62.3,0.77,-0.11199999999999999,
525,Mauritania,2016,4.4719999999999995,8.526,0.785,56.4,0.467,-0.175,0.8420000000000001
526,Iraq,2017,4.462,9.302999999999999,0.695,59.6,0.628,0.0,0.757
527,Cambodia,2016,4.461,8.225,0.746,60.8,0.958,0.076,0.84
528,Jordan,2019,4.453,9.201,0.7929999999999999,67.0,0.726,-0.165,
529,Namibia,2020,4.4510000000000005,9.104,0.741,57.1,0.6659999999999999,-0.10400000000000001,0.81
530,Georgia,2017,4.4510000000000005,9.517000000000001,0.59,64.7,0.821,-0.244,0.59
531,Georgia,2016,4.448,9.47,0.5329999999999999,64.9,0.606,-0.249,0.561
532,Pakistan,2019,4.4430000000000005,8.453,0.617,58.9,0.685,0.124,0.7759999999999999
533,Namibia,2017,4.441,9.215,0.828,56.2,0.81,-0.19,0.831
534,Namibia,2019,4.436,9.173,0.845,56.8,0.7390000000000001,-0.174,0.879
535,Sri Lanka,2018,4.435,9.462,0.833,67.2,0.8590000000000001,0.106,0.856
536,Myanmar,2019,4.434,8.545,0.763,59.3,0.899,0.561,0.682
537,Myanmar,2020,4.431,8.554,0.7959999999999999,59.6,0.825,0.47,0.647
538,Liberia,2017,4.4239999999999995,7.324,0.685,55.3,0.733,-0.012,0.867
539,Mali,2018,4.416,7.733,0.6920000000000001,51.7,0.737,-0.034,0.7929999999999999
540,Iraq,2016,4.413,9.354,0.7190000000000001,59.0,0.6659999999999999,-0.052000000000000005,0.799
541,Myanmar,2018,4.4110000000000005,8.523,0.774,59.0,0.9059999999999999,0.49,0.647
542,Benin,2020,4.408,8.102,0.507,55.1,0.7829999999999999,-0.083,0.532
543,Kenya,2016,4.396,8.282,0.706,58.9,0.7490000000000001,0.298,0.828
544,Swaziland,2019,4.396,9.07,0.759,51.27,0.597,-0.191,0.7240000000000001
545,Ethiopia,2018,4.379,7.651,0.74,58.5,0.74,0.039,0.799
546,Cambodia,2020,4.377,8.362,0.7240000000000001,62.4,0.963,0.052000000000000005,0.863
547,Togo,2017,4.361000000000001,7.324,0.508,54.3,0.7170000000000001,-0.042,0.726
548,Nigeria,2019,4.356,8.544,0.7340000000000001,50.1,0.7290000000000001,0.032,0.873
549,Zambia,2016,4.348,8.151,0.767,54.3,0.812,0.122,0.7709999999999999
550,Madagascar,2019,4.3389999999999995,7.406000000000001,0.701,59.5,0.55,-0.012,0.72
551,Sri Lanka,2017,4.331,9.44,0.823,67.0,0.8270000000000001,0.094,0.8440000000000001
552,Egypt,2019,4.328,9.373,0.772,62.0,0.774,-0.19899999999999998,
553,Armenia,2016,4.325,9.333,0.7090000000000001,66.3,0.611,-0.17,0.9209999999999999
554,Uganda,2018,4.322,7.66,0.74,55.7,0.7290000000000001,0.079,0.856
555,Tunisia,2019,4.315,9.283,0.61,67.2,0.659,-0.209,0.889
556,Mauritania,2018,4.314,8.526,0.802,57.0,0.467,-0.11199999999999999,0.711
557,Ukraine,2017,4.311,9.382,0.858,64.3,0.599,-0.002,0.937
558,Congo (Kinshasa),2017,4.311,6.966,0.67,52.9,0.7040000000000001,0.068,0.809
559,Bangladesh,2017,4.31,8.334,0.713,63.8,0.8959999999999999,0.012,0.635
560,Sierra Leone,2018,4.306,7.417000000000001,0.65,50.8,0.716,0.095,0.856
561,Ethiopia,2016,4.298,7.547000000000001,0.7190000000000001,57.5,0.7440000000000001,0.038,0.703
562,Armenia,2017,4.288,9.402000000000001,0.698,66.6,0.614,-0.147,0.865
563,Mozambique,2017,4.28,7.157,0.6779999999999999,53.2,0.823,-0.03,0.682
564,Chad,2019,4.251,7.365,0.64,48.7,0.537,0.055,0.8320000000000001
565,Niger,2016,4.235,7.047000000000001,0.6829999999999999,52.5,0.7020000000000001,-0.016,0.8140000000000001
566,Uganda,2016,4.2330000000000005,7.6370000000000005,0.754,54.9,0.7390000000000001,0.132,0.8109999999999999
567,India,2020,4.225,8.703,0.617,60.9,0.9059999999999999,0.075,0.78
568,Afghanistan,2016,4.22,7.697,0.5589999999999999,53.0,0.523,0.042,0.7929999999999999
569,Sri Lanka,2019,4.213,9.479,0.815,67.4,0.8240000000000001,0.051,0.863
570,Swaziland,2018,4.212,9.06,0.779,50.353,0.71,-0.17800000000000002,0.6920000000000001
571,Burkina Faso,2016,4.206,7.596,0.764,52.9,0.645,-0.001,0.721
572,Ethiopia,2017,4.18,7.612,0.7340000000000001,58.0,0.7170000000000001,0.001,0.757
573,Togo,2019,4.178999999999999,7.375,0.539,55.1,0.617,0.065,0.737
574,India,2016,4.178999999999999,8.673,0.614,59.3,0.82,0.046,0.765
575,Myanmar,2017,4.154,8.464,0.795,58.7,0.8859999999999999,0.65,0.619
576,Mauritania,2019,4.1530000000000005,8.556000000000001,0.7979999999999999,57.3,0.628,-0.102,0.743
577,Liberia,2018,4.135,7.311,0.727,56.1,0.7659999999999999,0.05,0.868
578,Tunisia,2017,4.124,9.269,0.7170000000000001,66.6,0.478,-0.21899999999999997,0.8690000000000001
579,Congo (Brazzaville),2016,4.119,8.19,0.615,56.7,0.7859999999999999,-0.07200000000000001,0.79
580,Gambia,2017,4.118,7.6370000000000005,0.6970000000000001,54.7,0.812,0.111,0.5720000000000001
581,Ethiopia,2019,4.1,7.705,0.748,59.0,0.754,0.053,0.732
582,Jordan,2020,4.093999999999999,9.15,0.7090000000000001,67.2,0.779,-0.15,
583,Sierra Leone,2017,4.09,7.404,0.652,49.2,0.711,0.079,0.848
584,Madagascar,2017,4.079,7.367999999999999,0.626,58.7,0.57,-0.033,0.847
585,Madagascar,2018,4.071000000000001,7.386,0.6659999999999999,59.1,0.551,0.003,0.889
586,India,2017,4.046,8.73,0.607,59.7,0.8859999999999999,-0.042,0.7809999999999999
587,Venezuela,2016,4.041,9.01,0.902,66.1,0.45799999999999996,-0.155,0.89
588,Zambia,2018,4.041,8.167,0.718,55.3,0.7909999999999999,0.048,0.8109999999999999
589,Chad,2016,4.029,7.431,0.616,47.2,0.525,0.052000000000000005,0.82
590,Ukraine,2016,4.029,9.353,0.885,64.0,0.503,0.011000000000000001,0.8909999999999999
591,Lebanon,2019,4.024,9.597000000000001,0.866,67.6,0.447,-0.081,0.89
592,Togo,2018,4.023,7.348,0.596,54.7,0.612,-0.006999999999999999,0.809
593,Mali,2016,4.016,7.695,0.836,50.7,0.696,-0.07,0.862
594,Benin,2016,4.007,7.992999999999999,0.493,53.5,0.78,-0.065,0.838
595,Egypt,2018,4.005,9.338,0.759,61.7,0.682,-0.215,
596,Uganda,2017,4.001,7.638,0.74,55.3,0.772,0.06,0.816
597,Comoros,2018,3.9730000000000003,8.027999999999999,0.621,57.2,0.56,0.086,0.794
598,Zambia,2017,3.9330000000000003,8.156,0.7440000000000001,54.8,0.823,0.14,0.74
599,Egypt,2017,3.929,9.307,0.638,61.4,0.593,-0.152,
600,Togo,2016,3.8789999999999996,7.306,0.509,53.9,0.73,-0.006999999999999999,0.815
601,Malawi,2019,3.8689999999999998,6.966,0.5489999999999999,58.3,0.765,0.004,0.68
602,Yemen,2016,3.826,7.715,0.775,55.1,0.5329999999999999,-0.151,
603,Haiti,2017,3.824,7.475,0.647,55.5,0.484,0.381,0.647
604,India,2018,3.818,8.779,0.638,60.1,0.89,0.085,0.805
605,Lesotho,2016,3.8080000000000003,7.952999999999999,0.7979999999999999,46.6,0.7290000000000001,-0.099,0.743
606,Lesotho,2017,3.795,7.931,0.769,47.3,0.757,-0.145,0.797
607,Tanzania,2020,3.786,7.881,0.74,58.5,0.83,0.295,0.521
608,Burundi,2018,3.775,6.635,0.485,53.4,0.6459999999999999,-0.024,0.599
609,Zimbabwe,2016,3.735,7.984,0.768,54.4,0.733,-0.095,0.7240000000000001
610,Madagascar,2016,3.6630000000000003,7.356,0.746,58.3,0.57,-0.069,0.8640000000000001
611,Tanzania,2019,3.64,7.886,0.687,58.0,0.85,0.1,0.589
612,Zimbabwe,2017,3.638,8.016,0.754,55.0,0.753,-0.098,0.7509999999999999
613,Zimbabwe,2018,3.616,8.049,0.775,55.6,0.763,-0.068,0.8440000000000001
614,Haiti,2018,3.615,7.477,0.5379999999999999,55.7,0.591,0.42200000000000004,0.72
615,Guinea,2016,3.603,7.721,0.675,52.2,0.726,-0.055999999999999994,0.8029999999999999
616,Rwanda,2018,3.5610000000000004,7.644,0.616,61.1,0.924,0.057,0.16399999999999998
617,Lesotho,2019,3.512,7.926,0.79,48.7,0.716,-0.131,0.915
618,Botswana,2017,3.505,9.756,0.768,58.2,0.8170000000000001,-0.248,0.731
619,Botswana,2016,3.4989999999999997,9.748,0.768,57.5,0.852,-0.253,0.7290000000000001
620,Malawi,2016,3.4760000000000004,6.932,0.524,56.2,0.81,0.066,0.8240000000000001
